1201|KABERUKA Jean Baptiste|Male|Volunteering & Civic Education|BIGOGWE|BASUMBA|KAVUMU|0788648316|1198580081297073
1202|UWIMANA Marie Claire|Female|Youth Empowerment & Entrepreneurship Skills|BIGOGWE|BASUMBA|BASUMBA|0788220022|1199180063266014
1203|HABIMANA Emmanuel|Male|SRH|BIGOGWE|BASUMBA|KAVUMU|0785196303|1199180063389025
1204|MUKAMUGEMA Vestine|Female|VCT|BIGOGWE|BASUMBA|BASUMBA|0788487920|1199580047352014
1205|NIYONZIMA Jean Damascene|Male|Library|BIGOGWE|BASUMBA|KAVUMU|0786021669|1199980005086026
1206|UWASE Marie Rose|Female|Sports & Leisure|BIGOGWE|BASUMBA|BASUMBA|0780336214|1199380088265005
1207|MANIRAKIZA Eric|Male|Job Desk|BIGOGWE|BASUMBA|KAVUMU|0783389599|1199580155099039
1208|MUKESHIMANA Claudine|Female|Outreach Communication|BIGOGWE|BASUMBA|BASUMBA|0783038676|1199870108927010
1209|HAKIZIMANA Jean Pierre|Male|ICT|BIGOGWE|BASUMBA|KAVUMU|0784910246|1199480088523091
1210|UWAMAHORO Donatha|Female|Volunteering & Civic Education|BIGOGWE|BASUMBA|BASUMBA|0781711204|1200070176840003
1211|NIYONSABA Theogene|Male|Youth Empowerment & Entrepreneurship Skills|BIGOGWE|BASUMBA|KAVUMU|0787595305|1199580156942065
1212|MUKAMANA Joselyne|Female|SRH|BIGOGWE|BASUMBA|BASUMBA|0784013449|1200270146039014
1213|UWIMANA Placide|Male|VCT|BIGOGWE|BASUMBA|KAVUMU|0785848972|1200070092305018
1214|MANIRIHO Jean Claude|Male|Library|BIGOGWE|BASUMBA|BASUMBA|0783852084|1200070178386043
1215|UWASE Devotha|Female|Sports & Leisure|BIGOGWE|BASUMBA|KAVUMU|0781987515|1200270148826034
1216|HAKIZIMANA Damascene|Male|Job Desk|BIGOGWE|BASUMBA|BASUMBA|0784652230|1199470088907085
1217|NIYONSENGA Solange|Female|Outreach Communication|BIGOGWE|BASUMBA|KAVUMU|0781488102|1200170080869909
1218|UWAMAHORO Eric|Male|ICT|BIGOGWE|BASUMBA|BASUMBA|0789714371|1200170148826034
1219|MUKESHIMANA Claudine|Female|Volunteering & Civic Education|BIGOGWE|BASUMBA|KAVUMU|0783264601|1200080006715033
1220|UWIMANA Theogene|Male|Youth Empowerment & Entrepreneurship Skills|BIGOGWE|BASUMBA|BASUMBA|0780287702|1200080184496002
1221|MANIRAKIZA Theogene|Male|SRH|BIGOGWE|BASUMBA|KAVUMU|0788924297|1200180080191033
1222|MUKAMANA Beatrice|Female|VCT|BIGOGWE|BASUMBA|BASUMBA|0787133063|1199670051069018
1223|UWAMAHORO Marie Rose|Female|Library|BIGOGWE|BASUMBA|KAVUMU|0781436982|1200170129073009
1224|NIYONSENGA Eric|Male|Sports & Leisure|BIGOGWE|BASUMBA|BASUMBA|0786681619|1200270013003065
1225|UWINEZA Solange|Female|Job Desk|BIGOGWE|BASUMBA|KAVUMU|0780806243|1199770053921046
1226|HAKIZIMANA Celestin|Male|Outreach Communication|BIGOGWE|BASUMBA|BASUMBA|0798488216|1200270250301036
1227|UWASE Chantal|Female|ICT|BIGOGWE|BASUMBA|KAVUMU|0782085010|1200170148826034
1228|MANIRIHO Theoneste|Male|Volunteering & Civic Education|BIGOGWE|BASUMBA|BASUMBA|0794788997|1199570152685067
1229|UWAMAHORO Donatha|Female|Youth Empowerment & Entrepreneurship Skills|BIGOGWE|BASUMBA|KAVUMU|0780699008|1199170105834053
1230|NIYONSABA Jean Claude|Male|SRH|BIGOGWE|BASUMBA|BASUMBA|0783799403|1200080006077012
1231|MUKESHIMANA Christine|Female|VCT|BIGOGWE|BASUMBA|KAVUMU|0798488216|1200270250301036
1232|UWIMANA Claudine|Female|Library|BIGOGWE|BASUMBA|BASUMBA|0789366179|1199680135717091
1233|NZABONIMPA Jean Pierre|Male|Sports & Leisure|BIGOGWE|BASUMBA|KAVUMU|0783643912|1199370091332091
1234|UWINEZA Devotha|Female|Job Desk|BIGOGWE|BASUMBA|BASUMBA|0780806243|1199770053921046
1235|MUKAMANA Joselyne|Female|Outreach Communication|BIGOGWE|BASUMBA|KAVUMU|0788980188|1200280196975040
1236|HAKIZIMANA Innocent|Male|ICT|BIGOGWE|BASUMBA|BASUMBA|0782548818|1200280132428010
1237|UWASE Beatrice|Female|Volunteering & Civic Education|BIGOGWE|BASUMBA|KAVUMU|0784941933|1199880003051010
