1401|NIYITEGEKA Jean Marie|Male|Volunteering & Civic Education|JOMBA|GISIZA|RUSHARARA|0788648316|1198580081297073
1402|MUKESHIMANA Marie Goretti|Female|Sports & Leisure|JOMBA|GISIZA|GISIZA|0788220022|1199180063266014
1403|HABIMANA Emmanuel|Male|Youth Empowerment & Entrepreneurship Skills|JOMBA|GISIZA|RUSHARARA|0785196303|1199180063389025
1404|UWIMANA Donatha|Female|SRH|JOMBA|GISIZA|GISIZA|0788487920|1199580047352014
1405|NIYONZIMA Eric|Male|VCT|JOMBA|GISIZA|RUSHARARA|0786021669|1199980005086026
1406|MUKAMANA Claudine|Female|Library|JOMBA|GISIZA|GISIZA|0780336214|1199380088265005
1407|HAKIZIMANA Innocent|Male|Job Desk|JOMBA|GISIZA|RUSHARARA|0783389599|1199580155099039
1408|UWASE Beatrice|Female|Outreach Communication|JOMBA|GISIZA|GISIZA|0783038676|1199870108927010
1409|MANIRAKIZA Celestin|Male|ICT|JOMBA|GISIZA|RUSHARARA|0784910246|1199480088523091
1410|MUKESHIMANA Donatha|Female|Sports & Leisure|JOMBA|GISIZA|GISIZA|0781711204|1200070176840003
1411|NIYONSABA Theoneste|Male|Volunteering & Civic Education|JOMBA|GISIZA|RUSHARARA|0787595305|1199580156942065
1412|UWINEZA Joselyne|Female|Youth Empowerment & Entrepreneurship Skills|JOMBA|GISIZA|GISIZA|0784013449|1200270146039014
1413|HAKIZIMANA Jean Damascene|Male|SRH|JOMBA|GISIZA|RUSHARARA|0785848972|1200070092305018
1414|UWAMAHORO Chantal|Female|VCT|JOMBA|GISIZA|GISIZA|0783852084|1200070178386043
1415|MUKAMANA Marie Rose|Female|Library|JOMBA|GISIZA|RUSHARARA|0781987515|1200270148826034
1416|UWIMANA Theogene|Male|Sports & Leisure|JOMBA|GISIZA|GISIZA|0784652230|1199470088907085
1417|MANIRIHO Jean Claude|Male|Job Desk|JOMBA|GISIZA|RUSHARARA|0781488102|1200170080869909
1418|UWASE Devotha|Female|Outreach Communication|JOMBA|GISIZA|GISIZA|0789714371|1200170148826034
1419|MUKAMANA Claudine|Female|ICT|JOMBA|GISIZA|RUSHARARA|0783264601|1200080006715033
1420|HAKIZIMANA Damascene|Male|Volunteering & Civic Education|JOMBA|GISIZA|GISIZA|0780287702|1200080184496002
1421|NIYONSENGA Solange|Female|Youth Empowerment & Entrepreneurship Skills|JOMBA|GISIZA|RUSHARARA|0788924297|1200180080191033
1422|UWAMAHORO Eric|Male|SRH|JOMBA|GISIZA|GISIZA|0787133063|1199670051069018
1423|MUKESHIMANA Claudine|Female|VCT|JOMBA|GISIZA|RUSHARARA|0781436982|1200170129073009
1424|UWIMANA Placide|Male|Library|JOMBA|GISIZA|GISIZA|0786681619|1200270013003065
1425|MANIRAKIZA Theogene|Male|Sports & Leisure|JOMBA|GISIZA|RUSHARARA|0780806243|1199770053921046
1426|MUKAMANA Beatrice|Female|Job Desk|JOMBA|GISIZA|GISIZA|0798488216|1200270250301036
1427|UWAMAHORO Marie Rose|Female|Outreach Communication|JOMBA|GISIZA|RUSHARARA|0782085010|1200170148826034
1428|NIYONSENGA Eric|Male|ICT|JOMBA|GISIZA|GISIZA|0794788997|1199570152685067
1429|UWINEZA Solange|Female|Volunteering & Civic Education|JOMBA|GISIZA|RUSHARARA|0780699008|1199170105834053
1430|HAKIZIMANA Celestin|Male|Youth Empowerment & Entrepreneurship Skills|JOMBA|GISIZA|GISIZA|0783799403|1200080006077012
1431|UWASE Chantal|Female|SRH|JOMBA|GISIZA|RUSHARARA|0798488216|1200270250301036
1432|MANIRIHO Theoneste|Male|VCT|JOMBA|GISIZA|GISIZA|0789366179|1199680135717091
1433|UWAMAHORO Donatha|Female|Library|JOMBA|GISIZA|RUSHARARA|0783643912|1199370091332091
1434|NIYONSABA Jean Claude|Male|Sports & Leisure|JOMBA|GISIZA|GISIZA|0780806243|1199770053921046
1435|MUKESHIMANA Christine|Female|Job Desk|JOMBA|GISIZA|RUSHARARA|0788980188|1200280196975040
1436|UWIMANA Claudine|Female|Outreach Communication|JOMBA|GISIZA|GISIZA|0782548818|1200280132428010
1437|NZABONIMPA Jean Pierre|Male|ICT|JOMBA|GISIZA|RUSHARARA|0784941933|1199880003051010
1438|UWINEZA Devotha|Female|Volunteering & Civic Education|JOMBA|GISIZA|GISIZA|0783788539|1199380091342073
1439|MUKAMANA Joselyne|Female|Youth Empowerment & Entrepreneurship Skills|JOMBA|GISIZA|RUSHARARA|0781708849|1200180079948038
1440|HAKIZIMANA Innocent|Male|SRH|JOMBA|GISIZA|GISIZA|0786524318|1199380088915049
1441|UWASE Beatrice|Female|VCT|JOMBA|GISIZA|RUSHARARA|0780051830|1199680007652757
1442|MANIRAKIZA Celestin|Male|Library|JOMBA|GISIZA|GISIZA|0786039642|1200370132174093
1443|MUKESHIMANA Donatha|Female|Sports & Leisure|JOMBA|GISIZA|RUSHARARA|0787421347|1200470031332001
1444|NIYONSABA Theoneste|Male|Job Desk|JOMBA|GISIZA|GISIZA|0784955784|1199980039818020
1445|UWINEZA Joselyne|Female|Outreach Communication|JOMBA|GISIZA|RUSHARARA|0781708849|1200180079948038
1446|HAKIZIMANA Jean Damascene|Male|ICT|JOMBA|GISIZA|GISIZA|0784161804|1199570154865022
1447|UWAMAHORO Chantal|Female|Volunteering & Civic Education|JOMBA|GISIZA|RUSHARARA|0780517721|1200070093863071
1448|MUKAMANA Marie Rose|Female|Youth Empowerment & Entrepreneurship Skills|JOMBA|GISIZA|GISIZA|0780447385|1200080077180026
1449|UWIMANA Theogene|Male|SRH|JOMBA|GISIZA|RUSHARARA|0787057008|1199870133464010
1450|MANIRIHO Jean Claude|Male|VCT|JOMBA|GISIZA|GISIZA|0798629910|1200270080183091
1451|UWASE Devotha|Female|Library|JOMBA|GISIZA|RUSHARARA|0788915076|1198870111807136
1452|MUKAMANA Claudine|Female|Sports & Leisure|JOMBA|GISIZA|GISIZA|0786524318|1199380088915049
1453|HAKIZIMANA Damascene|Male|Job Desk|JOMBA|GISIZA|RUSHARARA|0780051830|1199680007652757
1454|NIYONSENGA Solange|Female|Outreach Communication|JOMBA|GISIZA|GISIZA|0786039642|1200370132174093
1455|UWAMAHORO Eric|Male|ICT|JOMBA|GISIZA|RUSHARARA|0787421347|1200470031332001
1456|MUKESHIMANA Claudine|Female|Volunteering & Civic Education|JOMBA|GISIZA|GISIZA|0784955784|1199980039818020
1457|UWIMANA Placide|Male|Youth Empowerment & Entrepreneurship Skills|JOMBA|GISIZA|RUSHARARA|0781708849|1200180079948038
1458|MANIRAKIZA Theogene|Male|SRH|JOMBA|GISIZA|GISIZA|0784161804|1199570154865022
1459|MUKAMANA Beatrice|Female|VCT|JOMBA|GISIZA|RUSHARARA|0780517721|1200070093863071
1460|UWAMAHORO Marie Rose|Female|Library|JOMBA|GISIZA|GISIZA|0780447385|1200080077180026
1461|NIYONSENGA Eric|Male|Sports & Leisure|JOMBA|GISIZA|RUSHARARA|0787057008|1199870133464010
1462|UWINEZA Solange|Female|Job Desk|JOMBA|GISIZA|GISIZA|0798629910|1200270080183091
